,extremes,gsteukgiCd,gsteukgiNm,gunGbnm,iybudaeCdm,iyyjjongryoYm,iyyjsijakYm,jeopsuJrdtm,jeopsuPcnt,jeopsuSjdtm,mojipGbnm,mojipTms,mojipYy,rate,rnum,seonbalPcnt
231,-37,11.05,조리,해군,해군교육사령부,202405,202405,20240206,43,20240130,일반기술/전문기술병,2,2024,0.5,232,80
232,5,43.44,전기,해군,해군교육사령부,202405,202405,20240206,48,20240130,일반기술/전문기술병,2,2024,1.1,233,43
233,52,11.24,항공,해군,해군교육사령부,202405,202405,20240206,61,20240130,일반기술/전문기술병,2,2024,6.8,234,9
234,34,25,통신,해군,해군교육사령부,202405,202405,20240206,74,20240130,일반기술/전문기술병,2,2024,1.9,235,40
235,83,49,의무,해군,해군교육사령부,202405,202405,20240206,115,20240130,일반기술/전문기술병,2,2024,3.6,236,32
236,34,43.39,화생방,해군,해군교육사령부,202405,202405,20240206,44,20240130,일반기술/전문기술병,2,2024,4.4,237,10
237,42,11.02,전산,해군,해군교육사령부,202405,202405,20240206,67,20240130,일반기술/전문기술병,2,2024,2.7,238,25
238,46,11.26,전자,해군,해군교육사령부,202405,202405,20240206,68,20240130,일반기술/전문기술병,2,2024,3.1,239,22
239,13,46,건축/토목,해군,해군교육사령부,202405,202405,20240206,43,20240130,일반기술/전문기술병,2,2024,1.4,240,30
240,147,11,일반,해군,해군교육사령부,202405,202405,20240206,735,20240130,일반기술/전문기술병,2,2024,1.3,241,588
241,512,48,수송,해군,해군교육사령부,202405,202405,20240206,585,20240130,일반기술/전문기술병,2,2024,8,242,73
242,26,802,동반_갑판,해군,해군교육사령부,202405,202405,20240206,56,20240130,동반입대병,2,2024,1.9,243,30
243,51,803,동반_군사경찰,해군,해군교육사령부,202405,202405,20240206,81,20240130,동반입대병,2,2024,2.7,244,30
244,-136,B11,(2함대)일반,해군,해군교육사령부,202405,202405,20240206,29,20240130,복무지역선택병,2,2024,0.2,245,165
245,-97,A11,(1함대)일반,해군,해군교육사령부,202405,202405,20240206,26,20240130,복무지역선택병,2,2024,0.2,246,123
246,-14,B43,(2함대)기관,해군,해군교육사령부,202405,202405,20240206,2,20240130,복무지역선택병,2,2024,0.1,247,16
247,-22,B11.05,(2함대)조리,해군,해군교육사령부,202405,202405,20240206,0,20240130,복무지역선택병,2,2024,0,248,22
248,-9,A43,(1함대)기관,해군,해군교육사령부,202405,202405,20240206,0,20240130,복무지역선택병,2,2024,0,249,9
249,-18,A11.05,(1함대)조리,해군,해군교육사령부,202405,202405,20240206,0,20240130,복무지역선택병,2,2024,0,250,18
250,43,36,군악병,해군,해군교육사령부,202405,202405,20240206,62,20240130,군악병,2,2024,3.3,251,19
251,1,36.01,문화홍보병,해군,해군교육사령부,202405,202405,20240206,3,20240130,문화홍보병,2,2024,1.5,252,2
252,-8,55.03,어학병_중국어,해군,해군교육사령부,202405,202405,20240206,3,20240130,어학병,2,2024,0.3,253,11
253,5,55.02,어학병_일본어,해군,해군교육사령부,202405,202405,20240206,8,20240130,어학병,2,2024,2.7,254,3
254,-11,11.05,조리,해군,해군교육사령부,202406,202406,20240422,42,20240411,일반기술/전문기술병,103,2024,0.8,255,53
255,-14,43,기관,해군,해군교육사령부,202406,202406,20240422,28,20240411,일반기술/전문기술병,103,2024,0.7,256,42
256,192,11,일반,해군,해군교육사령부,202406,202406,20240422,342,20240411,일반기술/전문기술병,103,2024,2.3,257,150
257,-16,802,동반_갑판,해군,해군교육사령부,202406,202406,20240422,14,20240411,동반입대병,103,2024,0.5,258,30
258,8,803,동반_군사경찰,해군,해군교육사령부,202406,202406,20240422,38,20240411,동반입대병,103,2024,1.3,259,30
259,-31,A11,(1함대)일반,해군,해군교육사령부,202406,202406,20240422,49,20240411,복무지역선택병,103,2024,0.6,260,80
260,-46,B11,(2함대)일반,해군,해군교육사령부,202406,202406,20240422,54,20240411,복무지역선택병,103,2024,0.5,261,100
261,-7,A11.05,(1함대)조리,해군,해군교육사령부,202406,202406,20240422,3,20240411,복무지역선택병,103,2024,0.3,262,10
262,-8,B43,(2함대)기관,해군,해군교육사령부,202406,202406,20240422,2,20240411,복무지역선택병,103,2024,0.2,263,10
263,-13,B11.05,(2함대)조리,해군,해군교육사령부,202406,202406,20240422,2,20240411,복무지역선택병,103,2024,0.1,264,15
264,-3,A43,(1함대)기관,해군,해군교육사령부,202406,202406,20240422,2,20240411,복무지역선택병,103,2024,0.4,265,5
265,6,19.03,공병,해병,해병대교육훈련단,202406,202406,20240419,36,20240411,일반기술/전문기술병,103,2024,1.2,266,30
266,6,23.01,무기정비,해병,해병대교육훈련단,202406,202406,20240419,16,20240411,일반기술/전문기술병,103,2024,1.6,267,10
267,207,17.01,일반,해병,해병대교육훈련단,202406,202406,20240419,407,20240411,일반기술/전문기술병,103,2024,2,268,200
268,48,32.01,수송,해병,해병대교육훈련단,202406,202406,20240419,98,20240411,일반기술/전문기술병,103,2024,2,269,50
269,5,17.05,화학,해병,해병대교육훈련단,202406,202406,20240419,15,20240411,일반기술/전문기술병,103,2024,1.5,270,10
270,-1,902,유급_기관.기체,공군,공군교육사령부,202405,202405,20240103,0,20240101,임기제부사관,992,2023,0,271,1
271,-3,11.05,조리,해군,해군교육사령부,202408,202408,20240508,17,20240430,일반기술/전문기술병,5,2024,0.9,272,20
272,23,49,의무,해군,해군교육사령부,202408,202408,20240508,52,20240430,일반기술/전문기술병,5,2024,1.8,273,29
273,10,11.24,항공,해군,해군교육사령부,202408,202408,20240508,17,20240430,일반기술/전문기술병,5,2024,2.4,274,7
274,0,11.26,전자,해군,해군교육사령부,202408,202408,20240508,11,20240430,일반기술/전문기술병,5,2024,1,275,11
275,124,11,일반,해군,해군교육사령부,202408,202408,20240508,220,20240430,일반기술/전문기술병,5,2024,2.3,276,96
276,191,48,수송,해군,해군교육사령부,202408,202408,20240508,239,20240430,일반기술/전문기술병,5,2024,5,277,48
277,10,11.02,전산,해군,해군교육사령부,202408,202408,20240508,20,20240430,일반기술/전문기술병,5,2024,2,278,10
278,-22,43,기관,해군,해군교육사령부,202408,202408,20240508,16,20240430,일반기술/전문기술병,5,2024,0.4,279,38
279,-3,43.39,화생방,해군,해군교육사령부,202408,202408,20240508,9,20240430,일반기술/전문기술병,5,2024,0.8,280,12
280,7,46,건축/토목,해군,해군교육사령부,202408,202408,20240508,9,20240430,일반기술/전문기술병,5,2024,4.5,281,2
281,5,25,통신,해군,해군교육사령부,202408,202408,20240508,21,20240430,일반기술/전문기술병,5,2024,1.3,282,16
282,-3,43.44,전기,해군,해군교육사령부,202408,202408,20240508,17,20240430,일반기술/전문기술병,5,2024,0.9,283,20
283,-19,803,동반_군사경찰,해군,해군교육사령부,202408,202408,20240508,11,20240430,동반입대병,5,2024,0.4,284,30
284,4,802,동반_갑판,해군,해군교육사령부,202408,202408,20240508,14,20240430,동반입대병,5,2024,1.4,285,10
285,-9,B43,(2함대)기관,해군,해군교육사령부,202408,202408,20240508,0,20240430,복무지역선택병,5,2024,0,286,9
286,-5,A43,(1함대)기관,해군,해군교육사령부,202408,202408,20240508,0,20240430,복무지역선택병,5,2024,0,287,5
287,-26,A11,(1함대)일반,해군,해군교육사령부,202408,202408,20240508,4,20240430,복무지역선택병,5,2024,0.1,288,30
288,-4,A11.05,(1함대)조리,해군,해군교육사령부,202408,202408,20240508,1,20240430,복무지역선택병,5,2024,0.2,289,5
289,-26,B11,(2함대)일반,해군,해군교육사령부,202408,202408,20240508,15,20240430,복무지역선택병,5,2024,0.4,290,41
290,-5,B11.05,(2함대)조리,해군,해군교육사령부,202408,202408,20240508,0,20240430,복무지역선택병,5,2024,0,291,5
291,38,36,군악병,해군,해군교육사령부,202408,202408,20240508,50,20240430,군악병,5,2024,4.2,292,12
292,4,36.01,문화홍보병,해군,해군교육사령부,202408,202408,20240508,6,20240430,문화홍보병,5,2024,3,293,2
293,7,55.01,어학병_영어,해군,해군교육사령부,202408,202408,20240508,12,20240430,어학병,5,2024,2.4,294,5
294,-10,55.03,어학병_중국어,해군,해군교육사령부,202408,202408,20240508,0,20240430,어학병,5,2024,0,295,10
295,-5,55.02,어학병_일본어,해군,해군교육사령부,202408,202408,20240508,2,20240430,어학병,5,2024,0.3,296,7
296,2,58,전문정보병,해군,해군교육사령부,202408,202408,20240508,3,20240430,전문정보병,5,2024,3,297,1
297,-1,53.01,군종병_기독교,해군,해군교육사령부,202408,202408,20240508,1,20240430,군종병,5,2024,0.5,298,2
298,-1,53.02,군종병_천주교,해군,해군교육사령부,202408,202408,20240508,0,20240430,군종병,5,2024,0,299,1
299,-1,53.03,군종병_불교,해군,해군교육사령부,202408,202408,20240508,0,20240430,군종병,5,2024,0,300,1
300,-1,59,정보보호병,해군,해군교육사령부,202408,202408,20240508,4,20240430,정보보호병,5,2024,0.8,301,5
301,3,61,CBT병,해군,해군교육사령부,202408,202408,20240508,4,20240430,CBT병,5,2024,4,302,1
302,7,60,전문의무병,해군,해군교육사령부,202408,202408,20240508,8,20240430,전문의무병,5,2024,8,303,1
303,-2,64,위생관리병,해군,해군교육사령부,202408,202408,20240508,6,20240430,위생관리병,5,2024,0.8,304,8
304,3163,11,일반,공군,공군교육사령부,202408,202408,20240508,4034,20240430,일반기술/전문기술병(전문화관리병포함),5,2024,4.6,305,871
305,438,21,통신전자전기,공군,공군교육사령부,202408,202408,20240508,735,20240430,일반기술/전문기술병(전문화관리병포함),5,2024,2.5,306,297
306,85,16,화생방,공군,공군교육사령부,202408,202408,20240508,115,20240430,일반기술/전문기술병(전문화관리병포함),5,2024,3.8,307,30
307,225,18,기계,공군,공군교육사령부,202408,202408,20240508,409,20240430,일반기술/전문기술병(전문화관리병포함),5,2024,2.2,308,184
308,155,15,전자계산,공군,공군교육사령부,202408,202408,20240508,199,20240430,일반기술/전문기술병(전문화관리병포함),5,2024,4.5,309,44
309,100,17,의무,공군,공군교육사령부,202408,202408,20240508,106,20240430,일반기술/전문기술병(전문화관리병포함),5,2024,17.7,310,6
310,885,19,차량운전,공군,공군교육사령부,202408,202408,20240508,1125,20240430,일반기술/전문기술병(전문화관리병포함),5,2024,4.7,311,240
311,2,20,차량정비,공군,공군교육사령부,202408,202408,20240508,29,20240430,일반기술/전문기술병(전문화관리병포함),5,2024,1.1,312,27
312,9,24,의장병,공군,공군교육사령부,202408,202408,20240508,24,20240430,의장병,5,2024,1.6,313,15
